anno_festival,decennio_num,decennio,canzone,interprete,autori,posizione,posizione_numerica,fascia_posizione,categoria_risultato,periodo,sede,presentatore,partecipanti,vincitore,artista_spotify,anno_ultimo_rilascio,durata_min,popolarita,fascia_popolarita,url_album,anni_tra_festival_e_rilascio,anni_dal_festival,canzone_storica,ristampa_tardiva,rilascio_recente_2015,qualita_abbinamento,includi_analisi_spotify,record_canzone_unico
1990,1990,Anni 1990,Novecento Aufwiedersehen,Eugenio Bennato e Tony Esposito,"E. Bennato, A. Esposito e C. D'Angiò",16°,16,Oltre il 10º posto,Altra posizione,28 febbraio - 3 marzo,Sanremo,Gabriella Carlucci,36,Pooh,Eugenio Bennato,2010.0,"4,47",2.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a2dbf2372284924272bb540a,20,33,Sì,Sì,No,Affidabile,Sì,Sì
1990,1990,Anni 1990,Buona giornata,Ricchi e Poveri,"S. De Pasquale, M. Paoluzzi e V. Cosma",17°,17,Oltre il 10º posto,Altra posizione,28 febbraio - 3 marzo,Sanremo,Gabriella Carlucci,36,Pooh,Aliciakat,2023.0,"2,68",24.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273e9ab24f52135733486357ccb,33,33,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1990,1990,Anni 1990,Amori,Lena Biolcati,L. Biolcati e Robymiro,18°,18,Oltre il 10º posto,Altra posizione,28 febbraio - 3 marzo,Sanremo,Gabriella Carlucci,36,Pooh,Renato Zero,1982.0,"4,41",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27346b2474ce32f4771e86c3bd9,-8,33,Sì,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
1990,1990,Anni 1990,Vorrei,Mino Reitano,"C. Malgioglio, P. Vernola, F. Reitano e B. Reitano",19°,19,Oltre il 10º posto,Altra posizione,28 febbraio - 3 marzo,Sanremo,Gabriella Carlucci,36,Pooh,J-AX,2017.0,"3,76",55.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273c066028017a0adfedc4f0bc7,27,33,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1990,1990,Anni 1990,Amore,Christian,"F. Berlincioni, G. Rossi, S. Amato e F. Morgia",20°,20,Oltre il 10º posto,Altra posizione,28 febbraio - 3 marzo,Sanremo,Gabriella Carlucci,36,Pooh,Emma,2023.0,"3,42",65.0,Alta (61-100),https://i.scdn.co/image/ab67616d0000b2733462914723d4379a18b319a8,33,33,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1991,1990,Anni 1990,Se stiamo insieme,Riccardo Cocciante,R. Cocciante e Mogol,1º,1,1º posto,Vincitore,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,,,,,Dati non disponibili,,,32,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1991,1990,Anni 1990,Spalle al muro,Renato Zero,M. Nava,2º,2,2º-3º posto,Podio,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Renato Zero,1991.0,"5,01",39.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2739106474cff02663630b03ec4,0,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Perché lo fai,Marco Masini,"G. Bigazzi, M. Manzani e M. Masini",3º,3,2º-3º posto,Podio,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Marco Masini,1991.0,"4,67",42.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273806d950c4354e5ddddd7e5b7,0,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Gli altri siamo noi,Umberto Tozzi,U. Tozzi e G. Bigazzi,4º,4,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Umberto Tozzi,1991.0,"5,52",46.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2732c0c2e4b91a3bf07eb00e476,0,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Spunta la Luna dal monte,Pierangelo Bertoli e Tazenda,L. Marielli e P. Bertoli,5º,5,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Pierangelo Bertoli,1995.0,"3,96",47.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273b717a1425e89550f149432e3,4,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Nené,Amedeo Minghi,A. Minghi,6º,6,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Francesco Guccini,2015.0,"3,36",6.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273504246e476ef941c6406b51f,24,32,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1991,1990,Anni 1990,Dubbi no,Mietta,A. Minghi,7º,7,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Pino Daniele,2019.0,"4,24",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273ecc75b7ce2513e04b67eab9f,28,32,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1991,1990,Anni 1990,Oggi sposi,Al Bano e Romina Power,Depsa e G. Andreetto,8º,8,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Al Bano,2017.0,"4,15",15.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27345b8557b0037caa31b959481,26,32,Sì,Sì,Sì,Affidabile,Sì,Sì
1991,1990,Anni 1990,Io ti prego di ascoltare,Riccardo Fogli,G. Morra e M. Fabrizio,9º,9,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Riccardo Fogli,2008.0,"4,37",16.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273504f7e05ddcc4086a27a103a,17,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Oggi un Dio non ho,Raf,R. Riefoli e G. Dati,10º,10,4º-10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Raf,1991.0,"4,56",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27399ec5feea63b4ecd41ccc992,0,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,La fotografia,Enzo Jannacci,V. Jannacci,11º,11,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Enzo Jannacci,2006.0,"4,99",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273ff41ce1396642900dc7c5a8b,15,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Il mare più grande che c'è (I Love You Man),Fiordaliso,F. Ciani e F. Zanotti,12º,12,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Fiordaliso,2004.0,"4,97",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27383beb5064daef75909da30e1,13,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Siamo donne,Jo Squillo e Sabrina Salerno,G. Coletti,13º,13,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Sabrina,2015.0,"3,57",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27340190cfa8f71c77914b3f813,24,32,Sì,Sì,Sì,Affidabile,Sì,Sì
1991,1990,Anni 1990,Sbatti ben su del Be Bop,Ladri di Biciclette,P. Belli e E. Prandi,14º,14,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Studio Sound Group,2011.0,"0,82",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273c1bb26384acda113a028f70d,20,32,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1991,1990,Anni 1990,E la musica va,Eduardo De Crescenzo,E. De Crescenzo e F. Del Prete,15º,15,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Eduardo De Crescenzo,1990.0,"4,78",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2738204978eec878925aac52cbf,-1,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Se io fossi un uomo,Grazia Di Michele,"Joanna, G. Di Michele e P. Nocera",16º,16,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Grazia Di Michele,2024.0,"3,51",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273359c7900623d2b6e8eeabdc3,33,32,Sì,Sì,Sì,Affidabile,Sì,Sì
1991,1990,Anni 1990,Terra,Rossana Casale,G. Morra e M. Fabrizio,17º,17,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Eros Ramazzotti,2014.0,"3,73",52.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273dbb3075bb098af7974b845dd,23,32,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1991,1990,Anni 1990,In questa città,Loredana Bertè,P. Daniele,18º,18,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Max Pezzali,2020.0,"3,40",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273240f5fc1f07b9900c9fe7490,29,32,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1991,1990,Anni 1990,La fila degli oleandri,Gianni Bella,G. Bella e Mogol,19º,19,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Gianni Bella,1995.0,"4,48",18.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273e07b08b42c7fb81ed7e3c5eb,4,32,Sì,No,No,Affidabile,Sì,Sì
1991,1990,Anni 1990,Gli uomini,Mariella Nava,M. Nava,20º,20,Oltre il 10º posto,Altra posizione,27 febbraio - 2 marzo,Teatro Ariston,Andrea Occhipinti,36,Riccardo Cocciante,Mia Martini,1992.0,"4,12",54.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273554914d78b2866850caf94a7,1,32,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Portami a ballare,Luca Barbarossa,L. Barbarossa,1º,1,1º posto,Vincitore,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,,,,,Dati non disponibili,,,31,Sì,Non valutabile,Non valutabile,Senza dati Spotify,No,No
1992,1990,Anni 1990,Gli uomini non cambiano,Mia Martini,"G. Dati, M. Falagiani e G. Bigazzi",2º,2,2º-3º posto,Podio,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Mia Martini,1992.0,"4,12",54.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273554914d78b2866850caf94a7,0,31,Sì,No,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,La forza della vita,Paolo Vallesi,G. Dati e P. Vallesi,3º,3,2º-3º posto,Podio,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Paolo Vallesi,1992.0,"4,63",44.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27372a19fd100311bdebec1fb65,0,31,Sì,No,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Italia d'oro,Pierangelo Bertoli,P. Bertoli e M. Negri,4º,4,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Pierangelo Bertoli,2013.0,"4,36",40.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a60d2c69c587980d2f38770b,21,31,Sì,Sì,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Ti penso,Massimo Ranieri,F. Berlincioni e S. Amato,5º,5,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Adriano Celentano,2019.0,"4,36",42.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2730b574b8457903edc17106cbd,27,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Piccoli giganti,Matia Bazar,"A. Stellita, S. Cossu, C. Marrale e L. Valente",6º,6,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Radical,2019.0,"2,97",29.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273f6ebb609015062f2735366cf,27,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Per niente al mondo,Franco Fasano e Flavia Fortunato,G. Fasano e F. Berlincioni,7º,7,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Pietro Galassi,2017.0,"3,77",8.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273f819cbedcdc4fbb98bab211f,25,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Pitzinnos in sa gherra,Tazenda,L. Marielli e F. De André,8º,8,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Tazenda,2007.0,"4,31",33.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2735bef77d8c50598de1c92b4a2,15,31,Sì,No,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Perché,Fausto Leali,A. Civai e G. Bigazzi,9º,9,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Vale Lambo,2018.0,"3,73",51.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2738a41d3fa0776ceb5968bc535,26,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,In una notte così,Riccardo Fogli,G. Morra e M. Fabrizio,10º,10,4º-10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Riccardo Fogli,2010.0,"4,57",5.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2738ef11246769f3853acfd0db4,18,31,Sì,No,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Strade di Roma,Michele Zarrillo,"V. Incenzo, M. Zarrillo e A. Venditti",11º,11,Oltre il 10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Michele Zarrillo,1997.0,"4,86",32.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273fb14edd7e3820814672698e0,5,31,Sì,No,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Mendicante,Mariella Nava,M. G. Nava,12º,12,Oltre il 10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Franco Staco,2018.0,"4,76",9.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2732b78aae28f99df54438d0fb5,26,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Un uomo in più,Drupi,Depsa e G. Fasano,13º,13,Oltre il 10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Pino Daniele,1991.0,"4,43",21.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273b65090ccefc434aee8d4cabe,-1,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Favola blues,Peppino di Capri e Pietra Montecorvino,"F. Berlincioni, M. Di Francia e G. Faiella",14º,14,Oltre il 10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Peppino Di Capri,2013.0,"3,77",26.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273235c0d7ee0c38eff1a90a1c5,21,31,Sì,Sì,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Quelli come noi,New Trolls,"D. Gori, N. Di Palo, G. Belleno, V. De Scalzi e F. Berlincioni",15º,15,Oltre il 10º posto,Altra posizione,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Tananai,2022.0,"3,39",53.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27374dfe2b9efecc249aa0b2a55,30,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Così lontani,Ricchi e Poveri,S. Cutugno,NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Giuliano Palma,2014.0,"3,06",20.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2731df12562f71476f1b990e73b,22,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,È una nanna,Scialpi,G. Scialpi,NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Emiliano Toso,2021.0,"2,45",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27323f99097486a3737e644983a,29,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Femmene 'e mare,Lina Sastri,R. Giglio e R. Fiorillo,NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Massimo Ranieri,2000.0,"4,38",4.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273ffb128a0d9e39bf47ca9b347,8,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Io ti darò,Paolo Mengoli,"G. Alberghini, P. Mengoli e G. Trombetti",NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Paolo Mengoli,2000.0,"4,72",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b2733ba5993f5c14019b96c63cdf,8,31,Sì,No,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,La mia preghiera,Enzo Ghinazzi,E. Ghinazzi,NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Giulia Parisi,2017.0,"2,95",28.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2730361098d483ba5d1de872ee8,25,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Ma ti sei chiesto mai,Mino Reitano,"F. Reitano, B. Reitano, P. Vernola e G. Andreetto",NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,GionnyScandal,2012.0,"3,59",9.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273a65553021b69900d67442d35,20,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Pe' dispietto,Nuova Compagnia di Canto Popolare,"C. Sfogli, P. Raffone e C. Faiello",NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Monica Sarnelli,2014.0,"3,63",22.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2731bff73b3ba72cd373f59385a,22,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1992,1990,Anni 1990,Rumba di tango,Giorgio Faletti e Orietta Berti,G. Faletti,NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Orietta Berti,2012.0,"4,66",1.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273d417798f2d63b5fe20aecb0b,20,31,Sì,Sì,No,Affidabile,Sì,Sì
1992,1990,Anni 1990,Un frammento rosa,Formula 3,M. Luca e L. Bevini,NF,,Senza posizione numerica,Non finalista,26 - 29 febbraio,Teatro Ariston,Pippo Baudo,42,Luca Barbarossa,Riccardo Betto,2022.0,"4,08",16.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273c5ea2c6da51a1f4c54ed45c0,30,31,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1993,1990,Anni 1990,Mistero,Enrico Ruggeri,E. Ruggeri,1º,1,1º posto,Vincitore,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Enrico Ruggeri,1993.0,"4,08",40.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273e423a235cffb80128e9610d2,0,30,Sì,No,No,Affidabile,Sì,Sì
1993,1990,Anni 1990,Dietro la porta,Cristiano De Andrè,D. Fossati e C. De Andrè,2º,2,2º-3º posto,Podio,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Cristiano De André,1992.0,"4,03",22.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27331b640e929aef41e8d943260,-1,30,Sì,No,No,Affidabile,Sì,Sì
1993,1990,Anni 1990,Gli amori diversi,Rossana Casale e Grazia Di Michele,"R. Casale, G. Restelli e G. Di Michele",3º,3,2º-3º posto,Podio,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Grazia Di Michele,2024.0,"3,64",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27383bafc55a4259060428ee27b,31,30,Sì,Sì,Sì,Affidabile,Sì,Sì
1993,1990,Anni 1990,Dedicato a te,Matia Bazar,"L. Valente, M. Bassi, S. Cossu, A. Stellita e C. Marrale",4º,4,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Irama,2020.0,"3,47",46.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273ef36b4357902f25a789c5588,27,30,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1993,1990,Anni 1990,Ave Maria,Renato Zero,R. Fiacchini e R. Serio,5º,5,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Hannah Holgersson,2012.0,"5,37",47.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b2733402ba9f7813878fd0118779,19,30,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1993,1990,Anni 1990,Figli di chi,Mietta e Ragazzi di Via Meda,"D. Miglietta, A. De Sanctis, G. Isgrò e F. Neviani",6º,6,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Mietta,2024.0,"5,18",0.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b273359c7900623d2b6e8eeabdc3,31,30,Sì,Sì,Sì,Affidabile,Sì,Sì
1993,1990,Anni 1990,Stato di calma apparente,Paola Turci,P. Turci e G. Chiocchio,7º,7,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Paola Turci,2006.0,"3,42",38.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2730e08ff3cdb1e410e3ee9da35,13,30,Sì,No,No,Affidabile,Sì,Sì
1993,1990,Anni 1990,Non so più a chi credere,Biagio Antonacci,B. Antonacci,8º,8,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Biagio Antonacci,1993.0,"4,34",24.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273d12e69623d221d31a7821e29,0,30,Sì,No,No,Affidabile,Sì,Sì
1993,1990,Anni 1990,"Notte bella, magnifica",Amedeo Minghi,A. Minghi,9º,9,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Amedeo Minghi,2013.0,"4,32",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273d73a1f3439bab138413b694e,20,30,Sì,Sì,No,Affidabile,Sì,Sì
1993,1990,Anni 1990,Un anno di noi,Francesca Alotta,"G. Bigazzi, M. Falagiani e G. Dati",10º,10,4º-10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Lucio Battisti,1977.0,"5,03",27.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273722f7fbb9ff1c32ace46811c,-16,30,Sì,Non valutabile,Non valutabile,Da escludere: rilascio precedente,No,No
1993,1990,Anni 1990,Sogno,Andrea Mingardi,A. Mingardi,11º,11,Oltre il 10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Franco Simone,2017.0,"4,23",36.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b273a6ea2cc8ff905cf243dc3089,24,30,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1993,1990,Anni 1990,L'Italia è bella,Roberto Murolo,C. Faiello,12º,12,Oltre il 10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Aban,2008.0,"4,02",25.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b2732c6b6354c4422cfd1e8cd55b,15,30,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1993,1990,Anni 1990,Qui gatta ci cova,Tullio De Piscopo,"M. Capuano, G. Capuano e T. De Piscopo",13º,13,Oltre il 10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Tullio De Piscopo,2015.0,"3,22",6.0,Bassa (0-20),https://i.scdn.co/image/ab67616d0000b27359ec55db2a31653a404a8224,22,30,Sì,Sì,Sì,Affidabile,Sì,Sì
1993,1990,Anni 1990,Stiamo come stiamo,Loredana Bertè e Mia Martini,M. Piccoli e L. Bertè,14º,14,Oltre il 10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Loredana Bertè,2016.0,"4,48",31.0,Medio-bassa (21-40),https://i.scdn.co/image/ab67616d0000b27357f134b1ed65abcd432e8e0e,23,30,Sì,Sì,Sì,Affidabile,Sì,Sì
1993,1990,Anni 1990,Una canzone d'amore,Nino Buonocore,M. De Vitis e N. Buonocore,15º,15,Oltre il 10º posto,Altra posizione,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Vasco Rossi,2020.0,"4,52",54.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b273f0a84abe2004f03136358316,27,30,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
1993,1990,Anni 1990,Balla italiano,Jo Squillo,G. Coletti,NF,,Senza posizione numerica,Non finalista,23 - 27 febbraio,Teatro Ariston,Pippo Baudo,42,Enrico Ruggeri,Francesco Napoli,2008.0,"5,91",46.0,Media (41-60),https://i.scdn.co/image/ab67616d0000b27328c1e30cc46bd348a4e66ce9,15,30,Sì,Non valutabile,Non valutabile,Da verificare: artista differente,No,No
